MIC_GOWAWA[0.6;1;S-OWA;1.0;0.0;2;W-OWA;0.9;1.0]_H_cdch,TS[1]_SIC_T_scm,GV[4]_CHOQUET[A;-0.75;AO1;0.9]_H_pah,GV[1]_HM_H_pah,TS[3]_CHOQUET[A;-0.75;AO2;0.0]_N_scm,TS[4]_V_U_z3,AC[7]_HM_U_mw,GV[2]_GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_U_eps,GV[3]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,TS[4]_GOWAWA[0.7;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_N_scv,GV[2]_CHOQUET[A;-0.75;AO1;0.2]_U_pbs,ES_SD_H_z2,AC[1]_CHOQUET[A;-0.75;AO1;0.2]_H_pah,CHOQUET[A;-0.75;AO1;0.9]_U_pbs,AC[1]_CHOQUET[A;0.5;AO2;0.5]_F_z3,AC[4]_AM_T_hwhh,AC[3]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,GV[4]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_T_eps,GV[1]_P2_U_pbs,TS[3]_I50_F_mw,AC[2]_SIC_T_scv,GV[3]_AM_U_z2,TS[2]_Q1_T_eps,CHOQUET[D;-0.25;AO1;0.8]_B_scv,TS[2]_SIC_T_cch,AC[1]_HM_H_pah,CHOQUET[D;-0.75;AO1;0.9]_B_isa,ES_VC_T_gcp2,TS[4]_GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_N_hwhh,AC[3]_HM_T_pie,TS[3]_GOWAWA[0.7;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_D_bi,SD_P_scv,CHOQUET[D;-0.25;AO1;0.8]_P_isa,AC[5]_P3_U_khh,SIC_T_ptt,TS[3]_HM_U_khh,GV[7]_P2_T_z3,GV[5]_HM_H_mw,TS[3]_CHOQUET[A;-0.75;AO1;0.3]_F_scm,GV[3]_CHOQUET[A;-0.5;AO1;0.3]_U_gcp1,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.7;0.8]_F_ptt,GV[2]_N3_P_z3,AC[7]_P2_T_z3,ES_Q3_U_pie,TS[3]_AM_F_z1,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_gcp1,GV[3]_CHOQUET[A;-0.75;AO2;0.7]_T_khh,AC[4]_N3_A_khh,GV[2]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,CHOQUET[A;-0.75;AO1;1.0]_F_khh,TS[2]_CHOQUET[A;-0.25;AO2;1.0]_T_khh,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_scm,GOWAWA[0.3;2;S-OWA;0.6;0.0;2;W-OWA;0.9;1.0]_U_cch,AC[4]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pie,TS[4]_P2_P_ptt,SIC_T_scm,TS[4]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.7]_H_pie,ES_Q3_C_cdch,TS[3]_GOWAWA[0.2;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,AC[2]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_B_pbs,TS[4]_GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_T_cch,AC[2]_CHOQUET[A;-0.25;AO1;0.8]_H_pah,SIC_F_hwhh,GV[3]_P2_T_eps,TS[3]_Q1_T_eps,CHOQUET[A;-0.5;AO2;0.0]_N_isa,GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_mw,Class
0.4031745026855466,0.8699906931386321,0.4070784424613556,1.6443255418097813,0.0,0.4996473684210528,7966.562918646376,79085.74193302418,0.542268290104357,0.0,0.4917271358996782,1.5265607951211884,1.6450749068130996,0.923376990216336,0.0,-0.2021052631578947,1.6268048703130713,50064.89902388267,1.1243372936979366,57.0519,0.8699027150303126,0.0,-928.52,167.65020202341634,0.1951124282160518,1.6443255418097813,151.3329296959227,-8.77844308153491,0.1131847368252393,0.0,41.220492591477566,0.0678218358907558,81.77620042849715,143.74784476861058,0.7140000000000001,0.7667799542445681,0.8973607038123167,0.3147030717880859,3080.80775899682,85.61893556298091,0.0,0.0695891952099831,-1.1157328651600924,2.2029215025166016,8.847320202404651,0.5199999999999999,0.0,0.1551452852680708,0.607479203958586,0.7901394274925492,0.7659750139491839,2.013243819527382,0.0,0.242271856106681,60.794,1.0866492841145512,0.7091108943860889,5.355395450138969,-0.0118167104680362,0.1648161644247415,1.633857057855481,0.8903296752904113,1.6038331206614336,0.0570388271833727,65939.37968723394,-917.51,0.0,60.209770278884285,APP
0.4964316752662024,0.9317445267173824,0.308025,0.0,0.0,10.638747727272728,5884.264503720001,75608.79629842765,0.0,0.0,0.4638438091467167,1.1404983865568703,0.0,0.8790333756116452,0.0,1.8875000000000004,0.0,44268.93849870271,0.925,0.0,0.7821952376742991,-0.2432410256410256,-868.5500000000001,190.5119338299357,0.1554025801888124,0.0,166.92149400980884,3.170056500258915,0.06707205,0.0,41.34063548312478,0.0426451556244604,82.68273902897346,164.75862868190154,0.7355876626597138,0.71875,0.7946223639543876,1.1817160170269163,2127.522413088,75.0,112.34695381965554,0.0744153740084512,-0.2594112011986436,8.272012119188414,8.810145241146252,0.343076923076923,0.0,0.1693084260559183,0.3468,0.6826500000000001,0.68,2.005030095147154,0.0,0.2371708245126284,25.7049,0.7069794905087416,0.71875,4.139637726988979,1.541106001986957,0.10083528,1.802458384011103,0.2665788738667299,1.3653000000000002,0.0,59085.28206819702,-863.585,0.0,36.612383165473695,APP
0.4979587947148575,0.7369374454072494,0.3965705361279623,1.681081872642057,9.083363258893502,0.2884391891891892,4967.97675858,85640.20997536657,0.5225806144119552,98.75072148165611,0.353605009317003,2.0770191969932954,1.6418558337065343,0.8330361275446413,0.0,3.0213513513513512,1.567741843235863,48034.40466899736,0.0,87.0782,0.7307059131405327,-0.0151561403508771,-928.02,199.99613910685105,0.2063227156670318,1.681081872642057,179.6739885344498,70.36086123347626,0.1317446461121628,0.1336499912828769,39.113049459426335,0.0242342374572512,83.61532090618262,160.1087845128226,0.0,0.6286822389876745,1.010690831997518,0.5607152225009571,2756.449336571736,95.0214601006399,109.1107,0.0287239356196442,-0.661152538144755,3.925006557506699,4.945475767725798,1.177894736842105,0.0,0.2048476306281424,0.6421750273390022,0.7900785932935959,0.9665549784983108,2.046227886974992,0.0,0.2398170031317874,26.9798,1.0403227521165863,0.5624789344407473,8.435087432860433,1.6803378117931969,0.2021798680447459,0.0,0.9480972755836904,1.6123731448877958,0.1875384468230543,66740.26823374571,-908.46,1.5929664634146343,80.03365071088432,APP
0.4993360589569736,0.9065289253968212,0.397736388369245,1.633523749148874,10.817272727272726,0.4795760869565215,11157.39072074,82192.52924323267,0.5394329632610566,101.9957489336122,0.437,1.9324177977457933,1.5961630144982142,0.847319504092786,0.4078413637405396,0.84375,1.6182988897831665,56275.33238102155,0.8140397717556557,97.1167,0.862902454084006,0.0391706666666666,-960.805,189.9,0.1502570252016579,1.633523749148874,189.42,5.782389779783419,0.0443146905982625,0.2719539230041145,37.51753268177588,0.024135034703289,67.73959319904783,139.93883342583476,0.9999318286861107,0.6823699741976087,1.1328837762792543,0.4621431669451904,2883.1976799049125,115.36389382434676,109.79347333327306,1.2785252362059367,-1.3765530731721711,3.235002168616333,8.215927718002195,0.218,9.275,0.2195761773468268,0.6885882822805822,0.8117293501957086,0.7813619044728692,2.146593070452029,73.0,0.2351291439681397,104.8024,1.637384674237722,0.6414373445257102,12.90736156162572,1.1432442802236868,0.063813154461498,0.0,0.8901267801391539,1.6527504046799133,0.1230765749929451,69013.15257401852,-956.68,1.6372883597883598,75.78371314619629,APP
0.5071423831857675,0.8798546283814784,0.3847548342280984,1.6283966972994242,7.132890389141132,1.2000119540229888,5915.650697165279,85182.44292800262,0.5444179748962432,90.91043581618142,0.3553182902765185,1.915847350673204,1.5592718919388435,0.8166062198248925,0.0,1.1256666666666668,1.6332539246887297,47478.19284724794,0.0,57.0519,0.85,-0.0092892473118279,-913.3575,208.99942279752847,0.1774613765706558,1.6283966972994242,181.1100843279125,7.699622943866489,0.1116473786708069,0.0823179682356135,42.69133279057621,0.0414378996138734,89.68041396448474,164.66594338997783,0.0,0.6950121530681121,0.89215022663904,0.8303863174666523,2793.0576070312954,93.2919917945618,109.1107,0.0352621913455468,-0.4682224367485327,5.812704222266565,2.1988835934622317,0.7938709677419354,0.0,0.2054163104235678,0.6062411745849845,0.8006982255892593,0.9396178797057844,2.125297444777607,0.0,0.5521655383029407,34.2678,0.8845337754998392,0.647958966571247,8.451905299598426,1.7199782951391578,0.1711870811960737,1.176546607236,0.9382351549155852,1.6349904412131229,0.1374024704621596,64020.75579010337,-908.46,1.167638146167558,73.18528331786442,APP
0.4894329695994289,0.8662501924598374,0.3575865578604479,1.4016508337622635,5.94696555494806,4.906443678160919,8495.95514358874,81767.72560518097,0.4978840820343038,93.14347177486044,0.3851883923061567,1.4818414544788556,1.380028414691045,0.8521835053171198,0.0,-0.0886666666666667,1.4936522461029114,45959.825694606574,0.8803198358172633,57.0519,0.8905639062229567,0.3658763440860215,-873.96,167.78155181990198,0.1856724144789733,1.4016508337622635,153.23821097517828,7.775329804486269,0.1179460749692862,0.1496312600367746,40.29128431360507,0.0777425824017526,65.90162332764838,153.9749619012335,0.4735475668250123,0.6434863575438808,0.7667343197499336,1.0283990426383478,2622.0196610107105,79.48589714654983,116.40517114390508,0.7013644148069921,-0.23175,7.198793298468437,8.396821609860439,0.6080645161290323,9.275,0.1648928711404758,0.4833314635790796,0.6654478665009493,0.6816870415647918,2.1661041620460963,73.0,0.2435038350145248,54.5532,0.9429899257150098,0.608799010679265,3.535192536902528,1.6050767654758609,0.1758258361602075,1.7456327385096182,1.0554977093726756,1.3826150054628774,0.0,61430.2510558343,-893.29,0.8879411764705882,52.87896304762749,APP
0.4903359652836445,0.8505486589330803,0.3886649511539406,1.608029755936282,0.0,0.1538999999999999,0.0,0.0,0.5184915532127886,0.0,0.0,2.2953125048853766,1.5698384687660802,0.986641766417112,0.0,0.8652173913043477,1.5554746596383655,47682.05609818712,0.9196,0.0,0.8483188130311928,-0.0673444444444444,-895.24,178.5972587024957,0.1139916577203577,1.608029755936282,154.84722481582637,-7.894212944091205,0.0560788327295284,0.0,47.76449072171356,0.029912055507372,74.89584296506246,143.47903756040435,0.8694328447776736,0.6326488665627631,1.0292645766188104,0.6838601541236038,2665.121834036604,99.1135747651732,96.38299999999998,0.044670470115126,0.4802000960283389,4.787021078865227,-0.4651091265156201,0.3904166666666666,0.0,0.1968406812720151,0.4415035846360634,0.7846202291485315,0.9524932249322492,1.9479060562834656,0.0,0.5880476143264932,35.7006,0.8076857371527617,0.6326488665627631,13.98098312561496,1.6212346577858632,0.0887535191305209,0.0,0.4230986811187792,1.5923079609422512,0.0956953575815263,64610.64999024544,-895.24,0.0,69.96207896749719,APP
0.5100398694727928,0.8728130614964089,0.3847548342280984,1.6283966972994244,6.904351494696239,0.4948664516129032,4648.903189508478,85103.2011049135,0.5327800292079506,90.43788623893488,0.3553182902765185,1.9573306016772665,1.5592718919388435,0.8166062198248925,0.0,1.1170967741935487,1.598340087623852,48118.61736742866,0.0,57.0519,0.8536357365970748,0.082009375,-920.065,208.99942279752847,0.1845259702891865,1.6283966972994244,181.1100843279125,7.715376877048542,0.0875629943953713,0.0800381034387123,43.41252016045215,0.0307242885341363,88.994874557353,164.66594338997783,0.8160000000000001,0.6809121702311908,0.9651448556506542,0.7941924045589858,2902.0113533741965,100.24469579643142,116.07096297573791,0.0334526519821816,-0.4682224367485327,5.5593468319129,-0.2201398941694638,0.83875,0.0,0.2102066622246271,0.6062411745849845,0.799402278523861,0.9396178797057844,2.102132898116042,0.0,0.2389261691463642,58.9648,0.8849745759059974,0.6346812788520181,10.654986998221686,1.6580192657198232,0.1302975749110984,1.17731400804,0.8976584824471774,1.6306359089421958,0.1333788194567054,64360.74818701249,-900.5575,1.134042016806723,72.0324415637014,APP
0.2081251807881178,0.9424351665604174,0.5184,1.7452464821019222,32.44444444444444,1.4085763736263734,3254.91929361,81455.04388171852,0.6911999999999999,167.66461466420142,0.437,0.8936337607495047,1.724246841857355,0.9271652683204016,0.0,2.3542857142857136,2.0736,43544.21607050493,0.0,57.0519,0.8007048827786958,0.1912422222222222,-904.075,200.44050116191625,0.2240095581336392,1.7452464821019222,171.3218504756695,2.9764940657589354,0.080455972005,0.2819989506325508,31.919381523461738,0.0861283266548769,83.22846126599893,168.16189762513514,0.7140000000000001,0.6854507712799176,0.8938444001139926,0.576669778706557,0.0,82.16411717348893,115.31665513051036,0.0731305949893622,0.0,4.036688450945898,8.338583327844397,0.856,0.0,0.2506755048473138,0.0,0.7992,0.8155932203389827,2.345210003002035,0.0,0.2408318916377196,54.5532,0.8564656054584641,0.6854507712799176,0.0,1.706106685114136,0.2044780272079999,0.0,1.781354617735276,1.5984,0.074232373254497,60535.87356612173,-882.96,4.507534722222222,53.85078097892467,APP
0.0,0.6989700043360189,0.0,0.0,0.0,1.4285714285714284e-05,0.0,0.0,0.0,0.0,0.0,0.6247621667068951,0.0,1.25,0.9016518560622718,0.5142857142857142,0.0,44326.2307841167,0.0,169.954225,0.7896900821428475,0.0,-868.49,193.6,0.0,0.0,132.16,1.7963357445973076,0.0,0.0,55.71130455789041,0.0,66.27959373332448,131.07573133496214,0.0,0.4846856983727908,1.0,0.8114637557764213,0.0,150.7095413664965,0.0,1.3476102705969308,2.4140172528059685,5.680246290434949,-0.1155102040816326,-1.0675,0.0,0.2476320564700716,0.4760999999999999,0.0,0.69,2.436703276594669,0.0,0.0,69.7248,2.218591895775336,0.4846856983727908,0.0,1.416310941043084,0.0,0.0,0.0,0.0,0.0,58748.45727481408,-849.53,0.0,81.40249595120414,APP
